id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,text_to_embed
27152,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Formal,Mark Taylor Men Striped Blue Shirt,productDisplayName: Mark Taylor Men Striped Blue Shirt | articleType: Shirts | subCategory: Topwear | masterCategory: Apparel | baseColour: Blue | gender: Men | season: Summer | year: 2012 | usage: Formal
7454,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2011.0,Casual,Proline Men Navy Polo T-shirt,productDisplayName: Proline Men Navy Polo T-shirt | articleType: Tshirts | subCategory: Topwear | masterCategory: Apparel | baseColour: Navy Blue | gender: Men | season: Summer | year: 2011 | usage: Casual
41734,Women,Footwear,Shoes,Heels,Silver,Winter,2012.0,Casual,Catwalk Women Silver Flats,productDisplayName: Catwalk Women Silver Flats | articleType: Heels | subCategory: Shoes | masterCategory: Footwear | baseColour: Silver | gender: Women | season: Winter | year: 2012 | usage: Casual
53394,Women,Apparel,Topwear,Kurtas,Blue,Fall,2012.0,Ethnic,Alma Women Blue and Sea Green Printed Kurta,productDisplayName: Alma Women Blue and Sea Green Printed Kurta | articleType: Kurtas | subCategory: Topwear | masterCategory: Apparel | baseColour: Blue | gender: Women | season: Fall | year: 2012 | usage: Ethnic
53432,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012.0,Sports,ADIDAS Men Navy Blue Jersey,productDisplayName: ADIDAS Men Navy Blue Jersey | articleType: Tshirts | subCategory: Topwear | masterCategory: Apparel | baseColour: Navy Blue | gender: Men | season: Summer | year: 2012 | usage: Sports
39978,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2013.0,Casual,GAS Men Brown Carroll Casual Shoes,productDisplayName: GAS Men Brown Carroll Casual Shoes | articleType: Casual Shoes | subCategory: Shoes | masterCategory: Footwear | baseColour: Brown | gender: Men | season: Summer | year: 2013 | usage: Casual
44689,Women,Apparel,Topwear,Tshirts,Beige,Summer,2012.0,Casual,Wills Lifestyle Women Beige Victoria Laced T-shirt,productDisplayName: Wills Lifestyle Women Beige Victoria Laced T-shirt | articleType: Tshirts | subCategory: Topwear | masterCategory: Apparel | baseColour: Beige | gender: Women | season: Summer | year: 2012 | usage: Casual
8549,Men,Apparel,Topwear,Tshirts,Orange,Fall,2011.0,Casual,Basics Men Orange Polo T-shirt,productDisplayName: Basics Men Orange Polo T-shirt | articleType: Tshirts | subCategory: Topwear | masterCategory: Apparel | baseColour: Orange | gender: Men | season: Fall | year: 2011 | usage: Casual
4968,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2011.0,Casual,Gini and Jony Boy's Kaffle Yellow Infant Kidswear,productDisplayName: Gini and Jony Boy's Kaffle Yellow Infant Kidswear | articleType: Tshirts | subCategory: Topwear | masterCategory: Apparel | baseColour: Yellow | gender: Men | season: Summer | year: 2011 | usage: Casual
11821,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Playboy Men Casual Black Casual Shoes,productDisplayName: Playboy Men Casual Black Casual Shoes | articleType: Casual Shoes | subCategory: Shoes | masterCategory: Footwear | baseColour: Black | gender: Men | season: Summer | year: 2012 | usage: Casual
47029,Women,Apparel,Topwear,Kurtas,Maroon,Fall,2012.0,Ethnic,Shree Women Maroon Printed Kurta,productDisplayName: Shree Women Maroon Printed Kurta | articleType: Kurtas | subCategory: Topwear | masterCategory: Apparel | baseColour: Maroon | gender: Women | season: Fall | year: 2012 | usage: Ethnic
2162,Men,Apparel,Topwear,Shirts,Blue,Spring,2011.0,Casual,Probase Men Blue Slim Fit Solid Casual Shirt,productDisplayName: Probase Men Blue Slim Fit Solid Casual Shirt | articleType: Shirts | subCategory: Topwear | masterCategory: Apparel | baseColour: Blue | gender: Men | season: Spring | year: 2011 | usage: Casual
40107,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,ADIDAS Men Black T-shirt,productDisplayName: ADIDAS Men Black T-shirt | articleType: Tshirts | subCategory: Topwear | masterCategory: Apparel | baseColour: Black | gender: Men | season: Summer | year: 2012 | usage: Casual
19120,Unisex,Footwear,Flip Flops,Flip Flops,Red,Fall,2011.0,Casual,Lotto Unisex Shine Red Slippers,productDisplayName: Lotto Unisex Shine Red Slippers | articleType: Flip Flops | subCategory: Flip Flops | masterCategory: Footwear | baseColour: Red | gender: Unisex | season: Fall | year: 2011 | usage: Casual
8200,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Locomotive Men Solid Lander Black T-Shirts,productDisplayName: Locomotive Men Solid Lander Black T-Shirts | articleType: Tshirts | subCategory: Topwear | masterCategory: Apparel | baseColour: Black | gender: Men | season: Summer | year: 2011 | usage: Casual
24415,Men,Footwear,Flip Flops,Flip Flops,Black,Summer,2012.0,Casual,ADIDAS Men Zeitfrei Slide Black Flip Flops,productDisplayName: ADIDAS Men Zeitfrei Slide Black Flip Flops | articleType: Flip Flops | subCategory: Flip Flops | masterCategory: Footwear | baseColour: Black | gender: Men | season: Summer | year: 2012 | usage: Casual
37803,Men,Apparel,Topwear,Shirts,Navy Blue,Summer,2012.0,Casual,John Players Men Navy Blue Cotton Linen Shirt,productDisplayName: John Players Men Navy Blue Cotton Linen Shirt | articleType: Shirts | subCategory: Topwear | masterCategory: Apparel | baseColour: Navy Blue | gender: Men | season: Summer | year: 2012 | usage: Casual
13215,Men,Footwear,Shoes,Sports Shoes,Grey,Spring,2012.0,Sports,ASICS Men Gel Enduro 7 Running Silver Sports Shoes,productDisplayName: ASICS Men Gel Enduro 7 Running Silver Sports Shoes | articleType: Sports Shoes | subCategory: Shoes | masterCategory: Footwear | baseColour: Grey | gender: Men | season: Spring | year: 2012 | usage: Sports
35651,Men,Footwear,Shoes,Formal Shoes,Brown,Summer,2012.0,Formal,U.S. Polo Assn. Men Brown Formal Shoes,productDisplayName: U.S. Polo Assn. Men Brown Formal Shoes | articleType: Formal Shoes | subCategory: Shoes | masterCategory: Footwear | baseColour: Brown | gender: Men | season: Summer | year: 2012 | usage: Formal
37975,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2012.0,Casual,Clarks Men Black Leather Casual Shoes,productDisplayName: Clarks Men Black Leather Casual Shoes | articleType: Casual Shoes | subCategory: Shoes | masterCategory: Footwear | baseColour: Black | gender: Men | season: Fall | year: 2012 | usage: Casual
8004,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Sports,Fila Men's Round Neck Black Grey T-shirt,productDisplayName: Fila Men's Round Neck Black Grey T-shirt | articleType: Tshirts | subCategory: Topwear | masterCategory: Apparel | baseColour: Black | gender: Men | season: Fall | year: 2011 | usage: Sports
13240,Men,Apparel,Topwear,Jackets,White,Fall,2011.0,Casual,Palm Tree Kids Boys Solid White Jackets,productDisplayName: Palm Tree Kids Boys Solid White Jackets | articleType: Jackets | subCategory: Topwear | masterCategory: Apparel | baseColour: White | gender: Men | season: Fall | year: 2011 | usage: Casual
2554,Women,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Domyos Women's Proteen White T-shirt,productDisplayName: Domyos Women's Proteen White T-shirt | articleType: Tshirts | subCategory: Topwear | masterCategory: Apparel | baseColour: White | gender: Women | season: Summer | year: 2011 | usage: Casual
15868,Unisex,Footwear,Sandal,Sandals,Brown,Fall,2011.0,Casual,Warner Bros Kids Unisex TJ Playlogs Brown Sandals,productDisplayName: Warner Bros Kids Unisex TJ Playlogs Brown Sandals | articleType: Sandals | subCategory: Sandal | masterCategory: Footwear | baseColour: Brown | gender: Unisex | season: Fall | year: 2011 | usage: Casual
29043,Men,Apparel,Bottomwear,Tracksuits,Navy Blue,Summer,2012.0,Sports,ADIDAS Men Navy Blue Tracksuit,productDisplayName: ADIDAS Men Navy Blue Tracksuit | articleType: Tracksuits | subCategory: Bottomwear | masterCategory: Apparel | baseColour: Navy Blue | gender: Men | season: Summer | year: 2012 | usage: Sports
59022,Women,Footwear,Shoes,Flats,Brown,Winter,2012.0,Casual,Carlton London Women Beige Flats,productDisplayName: Carlton London Women Beige Flats | articleType: Flats | subCategory: Shoes | masterCategory: Footwear | baseColour: Brown | gender: Women | season: Winter | year: 2012 | usage: Casual
3647,Men,Footwear,Shoes,Casual Shoes,White,Summer,2012.0,Casual,Fila Men's Paramount White Navy Shoe,productDisplayName: Fila Men's Paramount White Navy Shoe | articleType: Casual Shoes | subCategory: Shoes | masterCategory: Footwear | baseColour: White | gender: Men | season: Summer | year: 2012 | usage: Casual
24304,Men,Apparel,Topwear,Sweatshirts,Black,Fall,2011.0,Casual,ADIDAS Men Printed Black Sweatshirt,productDisplayName: ADIDAS Men Printed Black Sweatshirt | articleType: Sweatshirts | subCategory: Topwear | masterCategory: Apparel | baseColour: Black | gender: Men | season: Fall | year: 2011 | usage: Casual
6906,Women,Apparel,Topwear,Tshirts,Red,Summer,2011.0,Casual,Tantra Women's Cool Red T-shirt,productDisplayName: Tantra Women's Cool Red T-shirt | articleType: Tshirts | subCategory: Topwear | masterCategory: Apparel | baseColour: Red | gender: Women | season: Summer | year: 2011 | usage: Casual
28648,Women,Apparel,Topwear,Tshirts,Purple,Summer,2012.0,Sports,Nike Women Slim Crew Purple T-shirt,productDisplayName: Nike Women Slim Crew Purple T-shirt | articleType: Tshirts | subCategory: Topwear | masterCategory: Apparel | baseColour: Purple | gender: Women | season: Summer | year: 2012 | usage: Sports
7416,Women,Apparel,Topwear,Kurtas,White,Summer,2011.0,Ethnic,W Women V Neck Solid Short Sleeve White Kurta,productDisplayName: W Women V Neck Solid Short Sleeve White Kurta | articleType: Kurtas | subCategory: Topwear | masterCategory: Apparel | baseColour: White | gender: Women | season: Summer | year: 2011 | usage: Ethnic
24362,Women,Apparel,Topwear,Kurtas,Brown,Fall,2011.0,Ethnic,Folklore Women Brown Printed Kurta,productDisplayName: Folklore Women Brown Printed Kurta | articleType: Kurtas | subCategory: Topwear | masterCategory: Apparel | baseColour: Brown | gender: Women | season: Fall | year: 2011 | usage: Ethnic
48490,Women,Apparel,Topwear,Tops,Purple,Winter,2011.0,Casual,French Connection Women Purple Top,productDisplayName: French Connection Women Purple Top | articleType: Tops | subCategory: Topwear | masterCategory: Apparel | baseColour: Purple | gender: Women | season: Winter | year: 2011 | usage: Casual
32427,Men,Apparel,Bottomwear,Shorts,Black,Summer,2010.0,Casual,ADIDAS Men Black 3/4 Length Pants,productDisplayName: ADIDAS Men Black 3/4 Length Pants | articleType: Shorts | subCategory: Bottomwear | masterCategory: Apparel | baseColour: Black | gender: Men | season: Summer | year: 2010 | usage: Casual
57139,Women,Apparel,Bottomwear,Trousers,Black,Summer,2012.0,Casual,Elle Women Black Etra Slim Fit Trousers,productDisplayName: Elle Women Black Etra Slim Fit Trousers | articleType: Trousers | subCategory: Bottomwear | masterCategory: Apparel | baseColour: Black | gender: Women | season: Summer | year: 2012 | usage: Casual
57063,Women,Apparel,Topwear,Jackets,White,Summer,2012.0,Casual,Elle Women White Jacket,productDisplayName: Elle Women White Jacket | articleType: Jackets | subCategory: Topwear | masterCategory: Apparel | baseColour: White | gender: Women | season: Summer | year: 2012 | usage: Casual
19003,Women,Apparel,Topwear,Sweatshirts,Red,Summer,2011.0,Casual,ADIDAS Originals Women Trefoil Hoodie Red Sweatshirt,productDisplayName: ADIDAS Originals Women Trefoil Hoodie Red Sweatshirt | articleType: Sweatshirts | subCategory: Topwear | masterCategory: Apparel | baseColour: Red | gender: Women | season: Summer | year: 2011 | usage: Casual
34934,Women,Apparel,Topwear,Dupatta,Blue,Summer,2012.0,Ethnic,Fabindia Blue Dupatta,productDisplayName: Fabindia Blue Dupatta | articleType: Dupatta | subCategory: Topwear | masterCategory: Apparel | baseColour: Blue | gender: Women | season: Summer | year: 2012 | usage: Ethnic
3606,Men,Footwear,Shoes,Casual Shoes,Black,Winter,2015.0,Casual,Converse Men Black Shoes,productDisplayName: Converse Men Black Shoes | articleType: Casual Shoes | subCategory: Shoes | masterCategory: Footwear | baseColour: Black | gender: Men | season: Winter | year: 2015 | usage: Casual
39909,Men,Footwear,Shoes,Sports Shoes,Orange,Summer,2012.0,Sports,ADIDAS Men Orange F10 Sports Shoes,productDisplayName: ADIDAS Men Orange F10 Sports Shoes | articleType: Sports Shoes | subCategory: Shoes | masterCategory: Footwear | baseColour: Orange | gender: Men | season: Summer | year: 2012 | usage: Sports
14582,Women,Apparel,Topwear,Sweaters,Black,Fall,2011.0,Casual,United Colors of Benetton Women Solid Black Sweaters,productDisplayName: United Colors of Benetton Women Solid Black Sweaters | articleType: Sweaters | subCategory: Topwear | masterCategory: Apparel | baseColour: Black | gender: Women | season: Fall | year: 2011 | usage: Casual
6040,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,UCB Men's Applique Grey T-shirt,productDisplayName: UCB Men's Applique Grey T-shirt | articleType: Tshirts | subCategory: Topwear | masterCategory: Apparel | baseColour: Grey | gender: Men | season: Summer | year: 2011 | usage: Casual
45733,Women,Apparel,Topwear,Kurtas,Magenta,Summer,2012.0,Ethnic,Folklore Women Magenta Kurta,productDisplayName: Folklore Women Magenta Kurta | articleType: Kurtas | subCategory: Topwear | masterCategory: Apparel | baseColour: Magenta | gender: Women | season: Summer | year: 2012 | usage: Ethnic
39655,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,Lotto Men White Sports Shoes,productDisplayName: Lotto Men White Sports Shoes | articleType: Sports Shoes | subCategory: Shoes | masterCategory: Footwear | baseColour: White | gender: Men | season: Summer | year: 2012 | usage: Sports
38612,Women,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Nike Women White & Red Striped T-shirt,productDisplayName: Nike Women White & Red Striped T-shirt | articleType: Tshirts | subCategory: Topwear | masterCategory: Apparel | baseColour: White | gender: Women | season: Summer | year: 2012 | usage: Casual
33699,Men,Footwear,Shoes,Formal Shoes,Brown,Winter,2012.0,Formal,Cobblerz Men Brown Formal Shoes,productDisplayName: Cobblerz Men Brown Formal Shoes | articleType: Formal Shoes | subCategory: Shoes | masterCategory: Footwear | baseColour: Brown | gender: Men | season: Winter | year: 2012 | usage: Formal
15745,Women,Footwear,Shoes,Sports Shoes,Silver,Summer,2012.0,Sports,Nike Women Transform III Silver Sports Shoes,productDisplayName: Nike Women Transform III Silver Sports Shoes | articleType: Sports Shoes | subCategory: Shoes | masterCategory: Footwear | baseColour: Silver | gender: Women | season: Summer | year: 2012 | usage: Sports
34513,Men,Footwear,Flip Flops,Flip Flops,Black,Summer,2012.0,Casual,ADIDAS Men Adi Splash Black Flip Flop,productDisplayName: ADIDAS Men Adi Splash Black Flip Flop | articleType: Flip Flops | subCategory: Flip Flops | masterCategory: Footwear | baseColour: Black | gender: Men | season: Summer | year: 2012 | usage: Casual
49434,Unisex,Footwear,Shoes,Casual Shoes,Blue,Fall,2012.0,Casual,Vans Unisex Blue Authentic Shoes,productDisplayName: Vans Unisex Blue Authentic Shoes | articleType: Casual Shoes | subCategory: Shoes | masterCategory: Footwear | baseColour: Blue | gender: Unisex | season: Fall | year: 2012 | usage: Casual
3228,Women,Footwear,Shoes,Casual Shoes,Black,Fall,2010.0,Casual,Puma Women Sabadella Sequin Black Shoe,productDisplayName: Puma Women Sabadella Sequin Black Shoe | articleType: Casual Shoes | subCategory: Shoes | masterCategory: Footwear | baseColour: Black | gender: Women | season: Fall | year: 2010 | usage: Casual
10495,Women,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Flying Machine Women HS Blue Shirt,productDisplayName: Flying Machine Women HS Blue Shirt | articleType: Shirts | subCategory: Topwear | masterCategory: Apparel | baseColour: Blue | gender: Women | season: Fall | year: 2011 | usage: Casual
5955,Men,Apparel,Topwear,Shirts,Yellow,Summer,2011.0,Casual,Locomotive Men Yellow Checked Shirt,productDisplayName: Locomotive Men Yellow Checked Shirt | articleType: Shirts | subCategory: Topwear | masterCategory: Apparel | baseColour: Yellow | gender: Men | season: Summer | year: 2011 | usage: Casual
9542,Men,Apparel,Topwear,Tshirts,Red,Summer,2011.0,Sports,Nike Men Manu Auth Graphic Red T-Shirts,productDisplayName: Nike Men Manu Auth Graphic Red T-Shirts | articleType: Tshirts | subCategory: Topwear | masterCategory: Apparel | baseColour: Red | gender: Men | season: Summer | year: 2011 | usage: Sports
43687,Girls,Apparel,Topwear,Tops,Pink,Summer,2012.0,Casual,Doodle Girls Pink Top,productDisplayName: Doodle Girls Pink Top | articleType: Tops | subCategory: Topwear | masterCategory: Apparel | baseColour: Pink | gender: Girls | season: Summer | year: 2012 | usage: Casual
31300,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Puma Men Summer Black T-shirt,productDisplayName: Puma Men Summer Black T-shirt | articleType: Tshirts | subCategory: Topwear | masterCategory: Apparel | baseColour: Black | gender: Men | season: Summer | year: 2012 | usage: Casual
25839,Women,Apparel,Topwear,Kurtas,Red,Summer,2012.0,Ethnic,Diva Women Printed Red Kurta,productDisplayName: Diva Women Printed Red Kurta | articleType: Kurtas | subCategory: Topwear | masterCategory: Apparel | baseColour: Red | gender: Women | season: Summer | year: 2012 | usage: Ethnic
59445,Men,Apparel,Topwear,Shirts,White,Fall,2012.0,Formal,Arrow Men White Shirt,productDisplayName: Arrow Men White Shirt | articleType: Shirts | subCategory: Topwear | masterCategory: Apparel | baseColour: White | gender: Men | season: Fall | year: 2012 | usage: Formal
5901,Women,Footwear,Shoes,Casual Shoes,Black,Summer,2011.0,Casual,Puma Women's Corsica Tribal Black Shoe,productDisplayName: Puma Women's Corsica Tribal Black Shoe | articleType: Casual Shoes | subCategory: Shoes | masterCategory: Footwear | baseColour: Black | gender: Women | season: Summer | year: 2011 | usage: Casual
28755,Women,Apparel,Topwear,Kurtas,Purple,Summer,2012.0,Ethnic,Aurelia Women Printed Purple Kurta,productDisplayName: Aurelia Women Printed Purple Kurta | articleType: Kurtas | subCategory: Topwear | masterCategory: Apparel | baseColour: Purple | gender: Women | season: Summer | year: 2012 | usage: Ethnic
18402,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,Skechers Men USA Black Shoe,productDisplayName: Skechers Men USA Black Shoe | articleType: Casual Shoes | subCategory: Shoes | masterCategory: Footwear | baseColour: Black | gender: Men | season: Fall | year: 2011 | usage: Casual
23179,Men,Apparel,Topwear,Tshirts,Yellow,Fall,2011.0,Casual,Mark Taylor Men Yellow Printed T-shirt,productDisplayName: Mark Taylor Men Yellow Printed T-shirt | articleType: Tshirts | subCategory: Topwear | masterCategory: Apparel | baseColour: Yellow | gender: Men | season: Fall | year: 2011 | usage: Casual
33102,Women,Footwear,Shoes,Heels,Blue,Winter,2015.0,Casual,Catwalk Women Blue Flats,productDisplayName: Catwalk Women Blue Flats | articleType: Heels | subCategory: Shoes | masterCategory: Footwear | baseColour: Blue | gender: Women | season: Winter | year: 2015 | usage: Casual
20671,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Classic Polo Men Striped Black Tshirt,productDisplayName: Classic Polo Men Striped Black Tshirt | articleType: Tshirts | subCategory: Topwear | masterCategory: Apparel | baseColour: Black | gender: Men | season: Fall | year: 2011 | usage: Casual
25406,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Sports,Nike Men White T-shirt,productDisplayName: Nike Men White T-shirt | articleType: Tshirts | subCategory: Topwear | masterCategory: Apparel | baseColour: White | gender: Men | season: Summer | year: 2012 | usage: Sports
4324,Unisex,Apparel,Topwear,Tshirts,Orange,Summer,2011.0,Casual,Tantra Kid's Unisex Fault Brick Orange Kidswear,productDisplayName: Tantra Kid's Unisex Fault Brick Orange Kidswear | articleType: Tshirts | subCategory: Topwear | masterCategory: Apparel | baseColour: Orange | gender: Unisex | season: Summer | year: 2011 | usage: Casual
19023,Women,Footwear,Shoes,Heels,Silver,Winter,2015.0,Casual,Catwalk Women Sequins Sliver Heels,productDisplayName: Catwalk Women Sequins Sliver Heels | articleType: Heels | subCategory: Shoes | masterCategory: Footwear | baseColour: Silver | gender: Women | season: Winter | year: 2015 | usage: Casual
53406,Women,Apparel,Topwear,Kurtas,Red,Fall,2012.0,Ethnic,Alma Women Red Printed Kurta,productDisplayName: Alma Women Red Printed Kurta | articleType: Kurtas | subCategory: Topwear | masterCategory: Apparel | baseColour: Red | gender: Women | season: Fall | year: 2012 | usage: Ethnic
24027,Men,Apparel,Topwear,Tshirts,Red,Fall,2011.0,Casual,Locomotive Men Printed Red T-shirt,productDisplayName: Locomotive Men Printed Red T-shirt | articleType: Tshirts | subCategory: Topwear | masterCategory: Apparel | baseColour: Red | gender: Men | season: Fall | year: 2011 | usage: Casual
3021,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Lee Men's March Blue T-shirt,productDisplayName: Lee Men's March Blue T-shirt | articleType: Tshirts | subCategory: Topwear | masterCategory: Apparel | baseColour: Blue | gender: Men | season: Summer | year: 2011 | usage: Casual
22124,Men,Footwear,Shoes,Formal Shoes,Brown,Summer,2011.0,Formal,Provogue Men Brown Formal Shoes,productDisplayName: Provogue Men Brown Formal Shoes | articleType: Formal Shoes | subCategory: Shoes | masterCategory: Footwear | baseColour: Brown | gender: Men | season: Summer | year: 2011 | usage: Formal
14519,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Formal,Mark Taylor Men White & Teal Blue Striped Shirt,productDisplayName: Mark Taylor Men White & Teal Blue Striped Shirt | articleType: Shirts | subCategory: Topwear | masterCategory: Apparel | baseColour: White | gender: Men | season: Fall | year: 2011 | usage: Formal
42750,Women,Footwear,Shoes,Heels,Brown,Winter,2012.0,Casual,Rocia Women Brown Heels,productDisplayName: Rocia Women Brown Heels | articleType: Heels | subCategory: Shoes | masterCategory: Footwear | baseColour: Brown | gender: Women | season: Winter | year: 2012 | usage: Casual
40148,Girls,Apparel,Dress,Dresses,Blue,Summer,2012.0,Casual,Gini and Jony Girls Play Suit Blue Dress,productDisplayName: Gini and Jony Girls Play Suit Blue Dress | articleType: Dresses | subCategory: Dress | masterCategory: Apparel | baseColour: Blue | gender: Girls | season: Summer | year: 2012 | usage: Casual
44775,Men,Footwear,Shoes,Casual Shoes,White,Summer,2012.0,Casual,Lotto Men White Shoes,productDisplayName: Lotto Men White Shoes | articleType: Casual Shoes | subCategory: Shoes | masterCategory: Footwear | baseColour: White | gender: Men | season: Summer | year: 2012 | usage: Casual
5702,Men,Footwear,Shoes,Casual Shoes,Black,Winter,2015.0,Casual,Skechers Men's Torino Black Shoe,productDisplayName: Skechers Men's Torino Black Shoe | articleType: Casual Shoes | subCategory: Shoes | masterCategory: Footwear | baseColour: Black | gender: Men | season: Winter | year: 2015 | usage: Casual
15406,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,FILA Men FILA Boston White Sports Shoes,productDisplayName: FILA Men FILA Boston White Sports Shoes | articleType: Sports Shoes | subCategory: Shoes | masterCategory: Footwear | baseColour: White | gender: Men | season: Fall | year: 2011 | usage: Sports
48252,Boys,Apparel,Topwear,Tshirts,Yellow,Summer,2012.0,Casual,The Amazing Spiderman Boys Yellow T-shirt,productDisplayName: The Amazing Spiderman Boys Yellow T-shirt | articleType: Tshirts | subCategory: Topwear | masterCategory: Apparel | baseColour: Yellow | gender: Boys | season: Summer | year: 2012 | usage: Casual
56718,Women,Apparel,Topwear,Kurtas,Navy Blue,Summer,2012.0,Ethnic,Folklore Women Navy Blue Kurta,productDisplayName: Folklore Women Navy Blue Kurta | articleType: Kurtas | subCategory: Topwear | masterCategory: Apparel | baseColour: Navy Blue | gender: Women | season: Summer | year: 2012 | usage: Ethnic
20307,Women,Apparel,Topwear,Sweaters,White,Fall,2011.0,Casual,Jealous 21 Women Solid White Sweater,productDisplayName: Jealous 21 Women Solid White Sweater | articleType: Sweaters | subCategory: Topwear | masterCategory: Apparel | baseColour: White | gender: Women | season: Fall | year: 2011 | usage: Casual
50145,Women,Footwear,Shoes,Heels,Black,Winter,2012.0,Casual,Rocia Women Black Flats,productDisplayName: Rocia Women Black Flats | articleType: Heels | subCategory: Shoes | masterCategory: Footwear | baseColour: Black | gender: Women | season: Winter | year: 2012 | usage: Casual
53397,Women,Apparel,Topwear,Kurtas,White,Fall,2012.0,Ethnic,Alma Women White & Mustard Printed Kurta,productDisplayName: Alma Women White & Mustard Printed Kurta | articleType: Kurtas | subCategory: Topwear | masterCategory: Apparel | baseColour: White | gender: Women | season: Fall | year: 2012 | usage: Ethnic
31451,Men,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Sports,Nike Men Running Red Jersey,productDisplayName: Nike Men Running Red Jersey | articleType: Tshirts | subCategory: Topwear | masterCategory: Apparel | baseColour: Red | gender: Men | season: Summer | year: 2012 | usage: Sports
33201,Women,Apparel,Dress,Dresses,Cream,Summer,2012.0,Casual,Sepia Women Cream Dress,productDisplayName: Sepia Women Cream Dress | articleType: Dresses | subCategory: Dress | masterCategory: Apparel | baseColour: Cream | gender: Women | season: Summer | year: 2012 | usage: Casual
52928,Women,Apparel,Saree,Sarees,White,Fall,2012.0,Ethnic,FNF Multi Coloured Sari,productDisplayName: FNF Multi Coloured Sari | articleType: Sarees | subCategory: Saree | masterCategory: Apparel | baseColour: White | gender: Women | season: Fall | year: 2012 | usage: Ethnic
40147,Girls,Apparel,Bottomwear,Capris,Blue,Summer,2012.0,Casual,Gini and Jony Girls Blue Pedal Pusher,productDisplayName: Gini and Jony Girls Blue Pedal Pusher | articleType: Capris | subCategory: Bottomwear | masterCategory: Apparel | baseColour: Blue | gender: Girls | season: Summer | year: 2012 | usage: Casual
22959,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,Reebok Men White Fusion Sports Shoes,productDisplayName: Reebok Men White Fusion Sports Shoes | articleType: Sports Shoes | subCategory: Shoes | masterCategory: Footwear | baseColour: White | gender: Men | season: Summer | year: 2012 | usage: Sports
45757,Women,Apparel,Topwear,Kurtas,Red,Summer,2012.0,Ethnic,Folklore Women Red Kurta,productDisplayName: Folklore Women Red Kurta | articleType: Kurtas | subCategory: Topwear | masterCategory: Apparel | baseColour: Red | gender: Women | season: Summer | year: 2012 | usage: Ethnic
20156,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,Wrangler Men Establish Navy Blue Shirt,productDisplayName: Wrangler Men Establish Navy Blue Shirt | articleType: Tshirts | subCategory: Topwear | masterCategory: Apparel | baseColour: Navy Blue | gender: Men | season: Fall | year: 2011 | usage: Casual
7351,Men,Apparel,Topwear,Tshirts,Red,Fall,2011.0,Casual,Tantra Men's Holiday India Red T-shirt,productDisplayName: Tantra Men's Holiday India Red T-shirt | articleType: Tshirts | subCategory: Topwear | masterCategory: Apparel | baseColour: Red | gender: Men | season: Fall | year: 2011 | usage: Casual
17250,Men,Apparel,Topwear,Tshirts,Red,Fall,2011.0,Casual,U.S. Polo Assn. Men Red Printed T-shirt,productDisplayName: U.S. Polo Assn. Men Red Printed T-shirt | articleType: Tshirts | subCategory: Topwear | masterCategory: Apparel | baseColour: Red | gender: Men | season: Fall | year: 2011 | usage: Casual
52952,Women,Apparel,Saree,Sarees,Multi,Fall,2012.0,Ethnic,FNF Multi Coloured Sari,productDisplayName: FNF Multi Coloured Sari | articleType: Sarees | subCategory: Saree | masterCategory: Apparel | baseColour: Multi | gender: Women | season: Fall | year: 2012 | usage: Ethnic
6331,Men,Apparel,Topwear,Shirts,Yellow,Summer,2011.0,Casual,UCB Men Ben Logo Yellow Shirt,productDisplayName: UCB Men Ben Logo Yellow Shirt | articleType: Shirts | subCategory: Topwear | masterCategory: Apparel | baseColour: Yellow | gender: Men | season: Summer | year: 2011 | usage: Casual
